STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS,,,
420,3382457,12989,100-CTY TNHH SAMRAN,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
421,3487359,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
422,3487361,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
423,3487363,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
424,3487364,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
425,3487366,12989,100-CTY TNHH SAMRAN,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
426,3487674,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
427,3496126,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
428,3496127,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
429,3004519,12015,130-CTY TNHH TM&CBTP Tien Du,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
430,3004551,12015,130-CTY TNHH TM&CBTP Tien Du,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
431,3223203,12989,100-CTY TNHH SAMRAN,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
432,3224617,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
433,3495074,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
434,3288046,15800,110-Cty TNHH 1TV Tri Hoi,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
435,3288346,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
436,3333828,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
437,3333830,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
438,3333833,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
439,3333834,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
440,3333835,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
441,3372212,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
442,3372213,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
443,3372214,15506,111-Cty Bot giat LIX-NR,,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
444,3372352,16964,100-CTy TNHH Tan Hop Thanh,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
445,3372481,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
446,3373113,19219,130-Cty TNHH Nabati Viet Nam,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
447,3459152,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
448,3528748,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
449,3528749,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
450,3528750,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
451,3529243,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
452,3529244,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
453,3529245,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
454,3529246,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
455,3529247,19219,130-Cty TNHH Nabati Viet Nam,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
456,3529248,19219,130-Cty TNHH Nabati Viet Nam,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
457,3530120,20846,111-Cty Co Phan Tap Doan KIDO ,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
458,3530121,20846,111-Cty Co Phan Tap Doan KIDO ,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
459,3530295,20846,111-Cty Co Phan Tap Doan KIDO ,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
460,3530491,19219,130-Cty TNHH Nabati Viet Nam,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
461,3530731,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
462,3530732,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
463,3530733,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
464,3530734,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
465,3530862,20812,100-Cty CP TP ThNhien King Green-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
466,3433445,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
467,3433469,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
468,3513945,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
469,3513947,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
470,3513972,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
471,3523764,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
472,3523765,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,DANG KINH DOANH,Y,?ANG KINH DOANH,?ANG KINH DOANH,?ANG KINH DOANH
473,3523766,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,DANG KINH DOANH,Y,,,
474,3524070,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
475,3524071,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
476,3524072,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
477,3524202,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
478,3524289,10023,111-Cty Ajinomoto Bien Hoa ,#N/A,N,,,
479,3524413,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
480,3524414,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
481,3524415,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
482,3524416,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
483,3524461,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,DANG KINH DOANH,Y,,,
484,3524462,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,DANG KINH DOANH,Y,,,
485,3040978,11841,130-Cty TNHH Saigon Ve Wong,DANG KINH DOANH,Y,,,
486,3040979,11841,130-Cty TNHH Saigon Ve Wong,DANG KINH DOANH,Y,,,
487,3040982,11841,130-Cty TNHH Saigon Ve Wong,#N/A,N,,,
488,3040983,11841,130-Cty TNHH Saigon Ve Wong,DANG KINH DOANH,Y,,,
489,3040988,11841,130-Cty TNHH Saigon Ve Wong,#N/A,N,,,
490,3255354,20846,111-Cty Co Phan Tap Doan KIDO ,DANG KINH DOANH,Y,,,
491,3311633,10985,100-Cty TM&PT Cong Nghe Kolend,DANG KINH DOANH,Y,,,
492,3311748,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,Y,,,
493,3312777,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
494,3312779,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
495,3312780,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
496,3312942,20846,111-Cty Co Phan Tap Doan KIDO ,DANG KINH DOANH,Y,,,
497,3356098,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,,,
498,3356101,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,,,
499,3356234,10023,111-Cty Ajinomoto Bien Hoa ,DANG KINH DOANH,Y,,,
500,3458930,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
501,3459106,19939,100-Cty TNHH Muoi Thanh Phat-NR,DANG KINH DOANH,Y,,,
502,3446423,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
503,3446427,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
504,3446824,20846,111-Cty Co Phan Tap Doan KIDO ,DANG KINH DOANH,Y,,,
505,3081035,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
506,3468909,12320,111-Cty TNHH MTV TNI,DANG KINH DOANH,Y,,,
507,3556424,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
508,3535085,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),#N/A,N,,,
509,3556030,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
510,3150386,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
511,3192268,16760,110-Cua Hang Hue Lam,DANG KINH DOANH,Y,,,
512,3192836,10023,111-Cty Ajinomoto Bien Hoa ,DANG KINH DOANH,Y,,,
513,3392119,11011,100-CT TNHH SX Do Gia DungElmich-NR,DANG KINH DOANH,Y,,,
514,3392121,11011,100-CT TNHH SX Do Gia DungElmich-NR,DANG KINH DOANH,Y,,,
515,3392948,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
516,3392949,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
517,3392951,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
518,3494751,12547,131-Cty CP Uniben,DANG KINH DOANH,Y,,,
519,3286741,10023,111-Cty Ajinomoto Bien Hoa ,DANG KINH DOANH,Y,,,
520,3371132,10985,100-Cty TM&PT Cong Nghe Kolend,DANG KINH DOANH,Y,,,
521,3477798,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,Y,,,
522,3477799,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,Y,,,
523,3477800,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,Y,,,
524,3084503,15348,130-CTY CP SX Tra Hung Phat,DANG KINH DOANH,Y,,,
525,3084504,15348,130-CTY CP SX Tra Hung Phat,DANG KINH DOANH,Y,,,
526,3365210,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
527,3365211,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
528,3473446,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,DANG KINH DOANH,Y,,,
529,3473447,18833,100-Cong ty CP TD Kim Duc -NR,DANG KINH DOANH,Y,,,
530,3276842,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
531,3276843,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
532,3277949,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,,,
533,3277950,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,,,
534,3278389,16701,100-Cty CPTP Binh Tay-NR,DANG KINH DOANH,Y,,,
535,3278390,16701,100-Cty CPTP Binh Tay-NR,DANG KINH DOANH,Y,,,
536,3278393,20944,111-Cty TNHH Luong Thuc Angimex-NR,DANG KINH DOANH,Y,,,
537,3278394,20944,111-Cty TNHH Luong Thuc Angimex-NR,DANG KINH DOANH,Y,,,
538,3364612,16964,100-CTy TNHH Tan Hop Thanh,#N/A,N,,,
539,3365055,20944,111-Cty TNHH Luong Thuc Angimex-NR,DANG KINH DOANH,Y,,,
540,3455364,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
541,3455946,11011,100-CT TNHH SX Do Gia DungElmich-NR,DANG KINH DOANH,Y,,,
542,3455948,17666,100-Cty CP SXTM Tai Tai-NR,DANG KINH DOANH,Y,,,
543,3406659,16964,100-CTy TNHH Tan Hop Thanh,#N/A,N,,,
544,3406717,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
545,3406719,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
546,3406721,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
547,3406723,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
548,3501642,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,DANG KINH DOANH,Y,,,
549,3510697,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
550,3510698,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
551,3510699,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,#N/A,N,,,
552,3510700,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,DANG KINH DOANH,Y,,,
553,3175364,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,DANG KINH DOANH,Y,,,
554,3403158,12547,131-Cty CP Uniben,DANG KINH DOANH,Y,,,
555,3403160,12547,131-Cty CP Uniben,DANG KINH DOANH,Y,,,
556,3403162,12547,131-Cty CP Uniben,DANG KINH DOANH,Y,,,
557,3413710,12320,111-Cty TNHH MTV TNI,DANG KINH DOANH,Y,,,
558,3413711,12320,111-Cty TNHH MTV TNI,DANG KINH DOANH,Y,,,
559,3413712,12320,111-Cty TNHH MTV TNI,DANG KINH DOANH,Y,,,
560,3507585,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
561,3419604,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
562,3422258,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
563,3422250,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
564,3519233,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
565,3541455,15800,110-Cty TNHH 1TV Tri Hoi,#N/A,N,,,
566,3392950,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
567,3517502,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
568,3390756,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
569,3476197,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
570,3011823,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
571,3509235,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
572,3438240,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
573,3436536,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
574,3434404,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
575,3552975,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
576,3368152,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
577,3537737,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),#N/A,N,,,
578,3548188,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
579,3548189,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
580,3548191,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
581,3555041,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
582,3448563,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
583,3555042,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
584,3546767,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
585,3555040,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
586,3503276,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
587,3503277,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
588,3419131,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
589,3422582,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
590,3553316,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,DANG KINH DOANH,Y,,,
591,3490338,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
592,3312781,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
593,3342478,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
594,3550806,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,,,
595,3065101,11773,110-CTy CP SX Nhua Duy Tan,#N/A,N,,,
596,3065131,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
597,3269076,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,DANG KINH DOANH,Y,,,
598,3271310,16760,110-Cua Hang Hue Lam,#N/A,N,,,
599,3318852,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
600,3320019,15506,111-Cty Bot giat LIX-NR,DANG KINH DOANH,Y,,,
601,3360436,19219,130-Cty TNHH Nabati Viet Nam,DANG KINH DOANH,Y,,,
602,3361960,11119,110-Cty TNHH Lotte Viet Nam,DANG KINH DOANH,Y,,,
603,3532867,10023,111-Cty Ajinomoto Bien Hoa ,DANG KINH DOANH,Y,,,
604,3533214,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
605,3533215,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
606,3533269,20846,111-Cty Co Phan Tap Doan KIDO ,DANG KINH DOANH,Y,,,
607,3533840,20846,111-Cty Co Phan Tap Doan KIDO ,DANG KINH DOANH,Y,,,
608,3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,,,
609,3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,,,
610,3535595,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
611,3535596,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
612,3535608,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,Y,,,
613,3535759,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,,,
614,3535760,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,,,
615,3535761,21076,110-Cong Ty TNHH SALACOS -NR,DANG KINH DOANH,Y,,,
616,3536326,10023,111-Cty Ajinomoto Bien Hoa ,DANG KINH DOANH,Y,,,
617,3536397,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
618,3536398,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
619,3536399,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,Y,,,
