STRNUM,STRNAM,STCITY,STSDAT,STPOLL,STRHDO
2080,CH Co.opFood Tran Van Muoi 12,"Hoc Mon, HCM",190809,Y,S
20801,TC CH CoopFood Tran Van Muoi12,Binh Duong,190809,N,S
69071,CF NQ Stown Tower,"Q.Thu Duc, HCM",190819,Y,S
548,Co.opXtra Premium,HCM,190821,Y,S
549,Co.opMart Hoang Van Thu,HCM,190821,Y,S
5481,Trung chuyen Xtra Premium-548,Binh Duong,190821,N,S
5491,Trung chuyen Hoang Van Thu,Binh Duong,190821,N,S
9414,CH Co.opFood CT Tran Vinh Kiet,"Ninh Kieu, Can Tho",190829,Y,S
9317,NKD-CH CF BD Thu Khoa Huan 106,Binh Duong,190829,N,S
69072,CF NQ Thu Thiem,HCM,190829,Y,S
550,KSD-Co.opMart Era Town,HCM,190830,N,S
9142,NKD-CH CFood HN Nguyen Khuyen,"Thanh Tri, Ha Noi",190902,N,S
9143,CH Co.opFood HN VP6 Linh Dam,"Hoang Mai, Ha Noi",190902,Y,S
9144,CH Co.opFood HN Sakura,Ha Noi,190902,Y,S
9415,NKD-CH CF CT Bui Quang TrinhG8,"Q.Cai Rang, Can Tho",190909,N,S
9502,CH Co.opFood LA Tan Kim,Long An,190913,Y,S
9501,TC CH Co.opFood Long Hau,Binh Duong,190913,N,S
950,Head office-CH CFood Long Hau,Long An,190913,N,O
551,CONG TY TNHH MTV MARFOUR,Ha Noi,190914,N,S
552,Co.opMart SCA - VICTORIA,Ha Noi,190914,Y,S
553,Co.opMart SCA - GOLDSILK,Ha Noi,190914,Y,S
554,Co.opMart SCA - GOLDENSILK,Ha Noi,190914,Y,S
555,Co.opMart SCA - LONG BIEN,Ha Noi,190914,Y,S
5521,Trung chuyen SCA VICTORIA-552,Binh Duong,190914,N,S
5531,Trung chuyen SCA GOLDSILK-553,Binh Duong,190914,N,S
5541,Trungchuyen SCA GOLDENSILK-554,Binh Duong,190914,N,S
5551,Trung chuyen SCA LONG BIEN-555,Binh Duong,190914,N,S
2081,NKD-CH CoopFood Le Thi Hong 40,HCM,190923,N,S
20811,TC CH Co.opFood Le Thi Hong 40,Binh Duong,190923,N,S
69073,CH NQ Ben Hai,HCM,190927,Y,S
2082,CH Co.opFood An Loc,HCM,191002,Y,S
2083,KSD-CH CoopFood LeVanKhuong551,"HiepThanh,Q12,HCM",191002,N,S
20821,TC CH Co.opFood An Loc,Binh Duong,191002,N,S
20831,TC CH CFood Le Van Khuong 551,Binh Duong,191002,N,S
556,Co.opMart To Ky,HCM,191003,Y,S
5561,Trung chuyen To Ky-556,Binh Duong,191003,N,S
557,Co.opMart SCA - Tay Ninh,Tay Ninh,191003,Y,S
5571,Trung chuyen SCA Tay Ninh-557,Binh Duong,191003,N,S
2085,CH Co.opFood Phan Van Hon 285,HCM,191004,Y,S
2086,CH Co.opFood Truong Chinh 22,"Q12, HCM",191004,Y,S
2087,CH Co.opFood Vision,"Q.Binh Tan, HCM",191004,Y,S
2088,CH Co.opFood Tam Phu,"Q.Thu Duc, HCM",191004,Y,S
2089,CH Co.opFood Sunview,Q.Thu Duc,191004,Y,S
2090,KSD-CH Co.opFood Tan Son Nhi,"Q.Tan Phu, HCM",191004,N,S
2091,CH Co.opFood Him Lam Cho Lon,HCM,191004,Y,S
20841,TC CH Co.opFood Son Ky 1,Binh Duong,191004,N,S
2084,KSD-CH Co.opFood Son Ky 1,HCM,191004,N,S
20851,TC CH CFood Phan Van Hon 285,Binh Duong,191004,N,S
20861,TC CH CFood Truong Chinh 22,Binh Duong,191004,N,S
20871,TC CH Co.opFood Vision,Binh Duong,191004,N,S
20881,TC CH Co.opFood Tam Phu,Binh Duong,191004,N,S
20891,TC CH Co.opFood Sunview,Binh Duong,191004,N,S
20901,TC CH Co.opFood Tan Son Nhi,Binh Duong,191004,N,S
20911,TC CH CoopFood Him Lam Cho Lon,Binh Duong,191004,N,S
558,CONG TY TNHH MTV MARFIVE,HCM,191004,N,S
559,Co.opMart SCA - Au Co,HCM,191008,Y,S
560,Co.opMart SCA - Pham Van Chieu,HCM,191008,Y,S
561,Co.opMart SCA - Cao Thang,HCM,191008,Y,S
5591,Trung chuyen SCA Au Co-559,Binh Duong,191008,N,S
5601,Tchuyen SCA Pham Van Chieu-560,Binh Duong,191008,N,S
5611,Trung chuyen SCA Cao Thang-561,Binh Duong,191008,N,S
9145,NKD-CH Co.opFood HN Vu Thanh,Ha Noi,191014,N,S
562,Co.opMart Thoai Son,An Giang,191022,Y,S
563,Co.opMart Tan Bien Tay Ninh,"H.Tan Bien, Tay Ninh",191022,Y,S
564,Co.opMart Duong Minh Chau,"Minh Chau, Tay Ninh",191022,Y,S
5621,Trung chuyen Thoai Son-562,Binh Duong,191022,N,S
5631,TChuyen Tan Bien Tay Ninh-563,Binh Duong,191020,N,S
5641,TChuyen Duong Minh Chau-564,Binh Duong,191022,N,S
9318,CH Co.opFood BD Tan Lap 55,"TX Di An,Binh Duong",191022,Y,S
2092,CH Co.opFood Dong Tang Long,"Q9, HCM",191023,Y,S
20921,TC CH Co.opFood Dong Tang Long,Binh Duong,191023,N,S
4200,CTY TNHH MTV CO.OP FINELIFE,HCM,191118,N,O
4201,FINELIFE FOODSTORE HA DO,HCM,191118,Y,S
42011,TC FINELIFE HA DO-4201,Binh Duong,191118,N,S
9503,CH Co.opFood Long Hau,"H.Can Giuoc, Long An",191119,Y,S
2093,CH Co.opFood CC Linh Tay Tower,HCM,191125,Y,S
20931,TC CH CFood CC Linh Tay Tower,Binh Duong,191125,N,S
9146,CH Co.opFood HN V7 The Vesta,Ha Noi,191125,Y,S
9147,NKD-CH Co.opFood HN Duong Buoi,"Q.Ba Dinh, Ha Noi",191204,N,S
9148,CH Co.opFood HN Tecco Skyville,"H.Thanh Tri, Ha Noi",191204,Y,S
565,Co.opMart Tam Binh,HCM,191207,Y,S
5651,Trung chuyen Tam Binh-565,Binh Duong,191207,N,S
2094,CH Co.opFood 9 View,HCM,191209,Y,S
2095,CH Co.opFood Thu Thiem Garden,HCM,191209,Y,S
20941,TC CH Co.opFood 9 View,Binh Duong,191209,N,S
20951,TC CH CFood Thu Thiem Garden,Binh Duong,191209,N,S
566,Co.opMart Cu M'gar,"H,Cu M'gar,Dak Lak",191210,Y,S
5661,Trung Chuyen Cu M'gar-566,Binh Duong,191210,N,S
9149,CH Co.opFood HN Hateco,"Q.NamTuLiem, Ha Noi",191217,Y,S
9150,CH Co.opFood HN Lucky House,Ha Noi,191221,Y,S
2096,CH CoopFood Tran Quoc Thao 171,HCM,191228,Y,S
20961,TC CH CFood Tran Quoc Thao 171,Binh Duong,191228,N,S
9416,CH Co.opFood CT Vo Truong Toan,Can Tho,191228,Y,S
9151,CH Co.opFood HN Dai Dong,"Q.Hoang Mai, Ha Noi",191231,Y,S
9152,CH Co.opFood HN Ho Tung Mau,"Liem, Ha Noi",191231,Y,S
9153,CH Co.opFood HN Nhan Chinh,"Q.Thanh Xuan, Ha Noi",191231,Y,S
9154,CH CFood HN Ngoai Giao Doan 1,"Bac Tu Liem, Ha Noi",191231,Y,S
9155,NKD-CH Co.opFood HN Thanh Ha 1,"H.Thanh Oai, Ha Noi",191231,N,S
9156,NKD-CH Co.opFood HN Thanh Ha 2,"H.Thanh Oai, Ha Noi",191231,N,S
9157,NKD-CH Co.opFood HN Thanh Ha 3,"H.Thanh Oai, Ha Noi",191231,N,S
4202,FLIFE FOODSTORE RIVIERA POINT,HCM,191231,Y,S
4203,FLIFE SUPERMARKET SAIGON MIA,HCM,191231,Y,S
42021,TC FL FOODSTORE RIVIERA POINT,Binh Duong,191231,N,S
42031,TC FL SUPER MARKET SAIGON MIA,Binh Duong,191231,N,S
9158,CH Co.opFood HN Vinh Hung,Ha Noi,200106,Y,S
567,Co.opMart Ha Dong,"Q.Ha Dong, Ha Noi",200108,Y,S
5671,Trung chuyen Ha Dong-567,Binh Duong,200108,N,S
2097,CH Co.opFood Pham Van Hai 91,HCM,200304,Y,S
20971,TC CH CoopFood Pham Van Hai 91,Binh Duong,200304,N,S
9319,CH CFood BD KDC Hiep Thanh III,Binh Duong,200304,Y,S
9159,CH Co.opFood HN New Horizon,Ha Noi,200305,Y,S
9160,CH Co.opFood HN Roman Plaza,"Nam Tu Liem, Ha Noi",200305,Y,S
568,CONG TY TNHH MARQUIS,HCM,200309,N,S
9320,NKD-CH Co.opFood BD Nguyen Du,"TX Thuan An, BDuong",200327,N,S
9321,NKD-CH CF BD NguyenThai Hoc139,"TX Di An, Binh Duong",200327,N,S
2098,CH Co.opFood The Garden Mall,HCM,200526,Y,S
20981,TC CH CoopFood The Garden Mall,Binh Duong,200525,N,S
9161,CH Co.opFood HN Eurowindow,Ha Noi,200624,Y,S
9162,NKD-CH Co.opFood HN Homeland,"Q.LongBien, Ha Noi",200624,N,S
9417,NKD-CH Co.opFood CT CMT8 133,Can Tho,200624,N,S
9418,CH Co.opFood CT Tran Nam Phu,"Q.NinhKieu, Can Tho",200624,Y,S
807,Cty TNHH MTV TP SGCoop-Kho Van,HCM,200626,N,S
2099,KSD-CH CoopFoodNguyenVanDau137,HCM,200706,N,S
2100,CH Co.opFood Le Van Luong 302,HCM,200706,Y,S
2101,CH Co.opFood Dat Moi 272,HCM,200706,Y,S
2102,CH Co.opFood To Ngoc Van 478,"Q.12, HCM",200730,Y,S
20991,TC CH CF Nguyen Van Dau 137,Binh Duong,200706,N,S
21001,TC CH CFood Le Van Luong 302,Binh Duong,200706,N,S
21011,TC CH Co.opFood Dat Moi 272,Binh Duong,200706,N,S
21021,TC CH CoopFood To Ngoc Van 478,Binh Duong,200706,N,S
9419,CH Co.opFood CT Tran Phu 71,Can Tho,200715,Y,S
2103,CH Co.opFood Phu Huu,HCM,200727,Y,S
2104,CH Co.opFood Cay Tram,HCM,200727,Y,S
2105,CH Co.opFood Tinh Lo 15-275,"H.Cu Chi, HCM",200727,Y,S
2106,CH Co.opFood CC Calla Garden,HCM,200727,Y,S
21031,TC CH Co.opFood Phu Huu,Binh Duong,200727,N,S
21041,TC CH Co.opFood Cay Tram,Binh Duong,200727,N,S
21051,TC CH Co.opFood Tinh Lo 15-275,Binh Duong,200727,N,S
21061,TC CH CoopFood CC Calla Garden,Binh Duong,200727,N,S
2107,CH Co.opFood Nguyen Kiem,HCM,200813,Y,S
21071,TC CH Co.opFood Nguyen Kiem,Binh Duong,200813,N,S
9163,NKD-CHCF HYEcoparkCentralLake2,"H.Van Giang,Hung Yen",200821,N,S
9164,NKD-CH CF HY EcoparkGrandPark2,"Van Giang, Hung Yen",200821,N,S
2108,CH Co.opFood Chung cu Ehome S,HCM,200826,Y,S
2109,CH Co.opFood Le Duc Tho 269,HCM,200826,Y,S
2110,CH CFood Nguyen Thi Bup 101M,"Q12, HCM",200826,Y,S
21081,TC CH CoopFood Chungcu Ehome S,Binh Duong,200826,N,S
21091,TC CH Co.opFood Le Duc Tho 269,Binh Duong,200826,N,S
21101,TC CH CFood Nguyen Thi Bup101M,Binh Duong,200826,N,S
9322,CH CF BD CC Samsora Riverside,Binh Duong,200826,Y,S
8023,Kho TPTS-Mien Tay (KM),Hau Giang,200901,N,S
2111,CH Co.opFood Pham Nhu Tang 11,HCM,200907,Y,S
2112,CH CFood CC Lovera Khang Dien,"Binh Chanh, HCM",210327,Y,S
21111,TC CH CFood Pham Nhu Tang 11,Binh Duong,200907,N,S
21121,TC CH CF CC Lovera Khang Dien,Binh Duong,210327,N,S
9420,CH CFood CT Tran Hung Dao 474,"Q.Cai Rang, Can Tho",200907,Y,S
2113,CH CFood Chung cu Saigon Co.op,HCM,200911,Y,S
2114,CH CFood CC Diamond Riverside,HCM,210402,Y,S
2115,CH Co.opFood Thanh Da,HCM,200911,Y,S
2116,CH Co.opFood Tay Thanh,HCM,200911,Y,S
21131,TC CH CF Chung cu Saigon Co.op,Binh Duong,200911,N,S
21141,TC CH CF CC Diamond Riverside,Binh Duong,210402,N,S
21151,TC CH Co.opFood Thanh Da,Binh Duong,200911,N,S
21161,TC CH Co.opFood Tay Thanh,Binh Duong,200911,N,S
2117,CH CoopFood Duong So 1 Ten Lua,"Q.Binh Tan, HCM",200917,Y,S
21171,TC CH CF Duong So 1 Ten Lua,Binh Duong,200917,N,S
2118,NKD-CH CFood Dong Bac 206-208,HCM,201005,N,S
2119,CH Co.opFood Lien Ap 2-6,HCM,201005,Y,S
2120,CH Co.opFood Nguyen Thong 1,HCM,201005,Y,S
21181,TC CH CFood Dong Bac 206-208,Binh Duong,201005,N,S
21191,TC CH Co.opFood Lien Ap 2-6,Binh Duong,201005,N,S
21201,TC CH Co.opFood Nguyen Thong 1,Binh Duong,201005,N,S
2121,CH Co.opFood Ba Dinh,HCM,201017,Y,S
21211,TC CH Co.opFood Ba Dinh,Binh Duong,201017,N,S
9165,CH Co.opFood HN Eco Dream,"H.Thanh Tri, Ha Noi",201026,Y,S
2122,KSD-CH Co.opFood Ma Lo,HCM,201105,N,S
21221,TC CH Co.opFood Ma Lo,Binh Duong,201105,N,S
1471,CH CFood 135 Truong Cong Dinh,Soc Trang,201111,Y,S
2123,CH Co.opFood Binh Khanh,HCM,201113,Y,S
21231,TC CH Co.opFood Binh Khanh,Binh Duong,201113,N,S
2124,CH Co.opFood Thoai Ngoc Hau 1,"Q.Tan Phu, HCM",201123,Y,S
2125,CH Co.opFood Vinh Vien 393,HCM,201123,Y,S
2126,CH Co.opFood CC Phu Gia,HCM,210422,Y,S
2127,CH Co.opFood Duong 339,HCM,201123,Y,S
21241,TC CH CFood Thoai Ngoc Hau 1,Binh Duong,201123,N,S
21251,TC CH Co.opFood Vinh Vien 393,Binh Duong,201123,N,S
21261,TC CH Co.opFood CC Phu Gia,Binh Duong,210422,N,S
21271,TC CH Co.opFood Duong 339,Binh Duong,201123,N,S
18501,CH CF TH Chung cu Tecco Tower,"TP.ThanhHoa,ThanhHoa",201126,Y,S
14201,CH CF BL Nguyen Thi Minh Khai,Bac Lieu,201126,Y,S
14202,CH Co.opFood BL Le Duan,Bac Lieu,201126,Y,S
12001,CH Co.opFood Ba Lang,"H.Long Ho, Vinh Long",201126,Y,S
54701,CH Co.opFood DN Dinh Chau,Da Nang,201126,Y,S
14700,TC Co.opFood TT Soc Trang,Binh Duong,201127,N,S
18500,TC Co.opFood TT Thanh Hoa,Binh Duong,201127,N,S
14200,TC Co.opFood TT Bac Lieu 2,Binh Duong,201127,N,S
12000,TC Co.opFood TT Vinh Long,Binh Duong,201127,N,S
54700,TC Co.opFood TT Son Tra,Binh Duong,201127,N,S
2128,CH CFood CC Safira Khang Dien,HCM,201201,Y,S
2129,CH Co.opFood Nguyen Van Tao,"H.Nha Be, HCM",201201,Y,S
2130,CH Co.opFood Ho Van Tu,HCM,201201,Y,S
2131,CH Co.opFood Quach Dinh Bao,"Q.Tan Phu, HCM",201201,Y,S
2132,CH Co.opFood Truong Quoc Dung,HCM,201201,Y,S
21281,TC CH CF CC Safira Khang Dien,Binh Duong,201201,N,S
21291,TC CH Co.opFood Nguyen Van Tao,Binh Duong,201201,N,S
21301,TC CH Co.opFood Ho Van Tu,Binh Duong,201201,N,S
21311,TC CH Co.opFood Quach Dinh Bao,Binh Duong,201201,N,S
21321,TC CH CFood Truong Quoc Dung,Binh Duong,201201,N,S
9504,NKD-CH CFood LA Lanh Binh Thai,"H.Can Giuoc, Long An",201201,N,S
569,Co.opMart Thap Muoi,"Dong Thap, VN",201205,Y,S
5691,Trung Chuyen Thap Muoi-569,Binh Duong,201208,N,S
12200,TC Co.opFood TT Phu Yen,Binh Duong,201210,N,S
12700,TC Co.opFood TT Binh Phuoc,Binh Duong,201210,N,S
18300,TC Co.opFood TT Hai Phong,Binh Duong,201210,N,S
56200,TC Co.opFood TT Thoai Son,Binh Duong,201210,N,S
52200,TC Co.opFood TT Ca Mau,Binh Duong,201210,N,S
12201,CH Co.opFood PY Vo Thi Sau,Phu Yen,201210,Y,S
12701,CH Co.opFood BP Nguyen Hue,Binh Phuoc,201210,Y,S
18301,CH Co.opFood HP Tran Hung Dao,"ThuyNguyen,Hai Phong",201210,Y,S
56201,CH CFood 16-18Nguyen Truong To,"Long Xuyen, An Giang",201210,Y,S
52201,CH Co.opFood CM Ngo Quyen,Ca Mau,201210,Y,S
2133,KSD-CH Co.opFood 15 Duong so 1,"Q.Binh Tan, HCM",201218,N,S
21331,TC CH Co.opFood 15 Duong so 1,Binh Duong,201218,N,S
18502,CH Co.opFood TH KDT Dong Son,Thanh Hoa,201221,Y,S
12202,CH Co.opFood PY Truong Chinh,Phu Yen,201222,Y,S
12203,CH Co.opFood PY Chi Thanh,"H.Tuy An, Phu Yen",201222,Y,S
14702,CH Co.opFood ST Tran De,"H.Tran De, Soc Trang",201229,Y,S
2134,CH Co.opFood CC Phu Hoang Anh,HCM,210520,Y,S
21341,TC Co.opFood CC Phu Hoang Anh,Binh Duong,210520,N,S
9421,CH Co.opFood CT Thoi Thuan,"Q.Thot Not, Can Tho",210105,Y,S
2135,CH Co.opFood Nguyen Van Dung,HCM,210105,Y,S
21351,TC CH CFood Nguyen Van Dung,Binh Duong,210105,N,S
14001,CH Co.opFood KH Vinh Thanh,"TP.NhaTrang,KhanhHoa",210106,Y,S
14000,TC Co.opFood TT Nha Trang,Binh Duong,210106,N,S
4204,KSD-FL SUPERMARKET URBANHILL,HCM,210106,N,S
42041,KSD-TC SUPERMARKET URBAN HILL,Binh Duong,210106,N,S
2136,CH Co.opFood Phu Dinh,HCM,210111,Y,S
21361,TC CH Co.opFood Phu Dinh,Binh Duong,210111,N,S
399,FINELIFE SUPERMARKET URBANHILL,HCM,210115,Y,S
3991,TC FL SUPERMARKET URBAN HILL,Binh Duong,210115,N,S
18503,CH Co.opFood TH Sam Son,Thanh Hoa,210115,Y,S
15001,CH CFood HT Hai Thuong Lan Ong,"TP.Ha Tinh, Ha Tinh",210115,Y,S
15000,TC Co.opFood TT Ha Tinh,Binh Duong,210115,N,S
9323,NKD-CH CF BD KDC Viet Sing DA6,Binh Duong,210217,N,S
56202,CH Co.opFood AG Tran Hung Dao,"TP.LongXuyen,AnGiang",210311,Y,S
15002,CH Co.opFood HT Hong Linh,"TX Hong Linh,Ha Tinh",210311,Y,S
12204,CH Co.opFood PY Hoa Xuan Tay,"TX.Dong Hoa,Phu Yen",210311,Y,S
12205,CH Co.opFood PY Tran Phu,Phu Yen,210311,Y,S
18504,CH CoopFood TH Duong Dinh Nghe,"Tp.ThanhHoa,ThanhHoa",210323,Y,S
9324,CH Co.opFood BD Binh Duong,"TP.Di An, Binh Duong",210412,Y,S
69074,CH NQ Sky 9,"P.Phu Huu, Q9, HCM",210415,Y,S
570,Co.opMart ThangLoi-TruongChinh,HCM,210423,Y,S
5701,TC Thang Loi-Truong Chinh-570,Binh Duong,210423,N,S
2137,CH CF Nguyen Thai Hoc Premium,"Q1, HCM",210520,Y,S
21371,TC CF Nguyen Thai Hoc Premium,Binh Duong,210520,N,S
2138,CH CFood Duong so 8 Linh Trung,HCM,210520,Y,S
21381,TC CF Duong so 8 Linh Trung,Binh Duong,210520,N,S
8082,CUM KHO TPTS 1,HCM,0,N,S
8083,CUM KHO TPTS 2,HCM,210716,N,S
8084,CUM KHO TPTS 3,HCM,210716,N,S
8085,CUM KHO TPTS 4,HCM,210716,N,S
8086,CUM KHO TPTS 5,HCM,210716,N,S
18505,CH Co.opFood TH Nam Ngan,Thanh Hoa,211012,Y,S
2139,CH Co.opFood CC Moscow Tower,"Q12, HCM",211104,Y,S
2140,NKD-CH Co.opFood Hiep Phu,HCM,211104,N,S
21391,TC CH CoopFood CC Moscow Tower,Binh Duong,211104,N,S
21401,TC CH Co.opFood Hiep Phu,Binh Duong,211104,N,S
2141,CH Co.opFood Thoi Hoa,"H.Binh Chanh, HCM",211130,Y,S
21411,TC CH Co.opFood Thoi Hoa,Binh Duong,211130,N,S
2142,CH Co.opFood Ky Dong,HCM,211229,Y,S
2143,CH Co.opFood Hoang Huu Nam,"TP.Thu Duc, HCM",211229,Y,S
21421,TC CH Co.opFood Ky Dong,Binh Duong,211229,N,S
21431,TC CH Co.opFood Hoang Huu Nam,Binh Duong,211229,N,S
2144,CH Co.opFood Cho Thu Duc,HCM,220418,N,S
21441,TC CH Co.opFood Cho Thu Duc,Binh Duong,220418,N,S
2145,CH Co.opFood Bong Sao,HCM,220510,Y,S
21451,TC CH Co.opFood Bong Sao,Binh Duong,220510,N,S
2146,CH Co.opFood Lac Long Quan,HCM,220520,Y,S
21461,TC CH Co.opFood Lac Long Quan,Binh Duong,220520,N,S
2147,CH Co.opFood Ehome 3,HCM,220525,Y,S
21471,TC CH Co.opFood Ehome 3,Binh Duong,220525,N,S
39001,Cua Hang Tong Ben Thanh,HCM,220607,N,S
39002,CD1 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39003,CD2 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39004,CD3 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39005,CD4 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39006,CD5 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39007,CD6 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39008,CD7 (Cua dong hanhlang Cho BT),HCM,220607,Y,S
39009,CT1 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39010,CT2 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39011,CT3 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39012,CT4 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39013,CT5 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39014,CT6 (Cua tay hanh lang Cho BT),HCM,220607,Y,S
39015,Quay vai sieu thi Cong Quynh,HCM,220607,Y,S
39016,Quay vai sieu thi XLHN,HCM,220607,Y,S
2148,CH Co.opFood Nguyen Sy Sach,HCM,220615,Y,S
21481,TC CH Co.opFood Nguyen Sy Sach,Binh Duong,220615,N,S
15003,CH Co.opFood HT Nguyen Bien,"H.Cam Xuyen, Ha Tinh",220627,Y,S
2149,CH Co.opFood Hoang Huu Nam 222,"Tp.Thu Duc, HCM",220708,Y,S
2150,CH Co.opFood Nguyen Van Dau 21,HCM,220708,Y,S
2151,CH Co.opFood Duong D5 87,HCM,220708,Y,S
21491,TC CH CFood Hoang Huu Nam 222,Binh Duong,220708,N,S
21501,TC CH CFood Nguyen Van Dau 21,Binh Duong,220708,N,S
21511,TC CH Co.opFood Duong D5 87,Binh Duong,220708,N,S
2152,CH Co.opFood Trung My Tay,HCM,220715,Y,S
2153,CH Co.opFood CC Akari City,HCM,220715,Y,S
21521,TC CH Co.opFood Trung My Tay,Binh Duong,220715,N,S
21531,TC CH Co.opFood CC Akari City,Binh Duong,220715,N,S
12206,CH Co.opFood PY Nguyen Huu Tho,Phu Yen,220723,Y,S
12207,CH Co.opFood PY Hoa Hiep Trung,"TX.Dong Hoa, Phu Yen",220723,Y,S
2154,CH Co.opFood No Trang Long 17,HCM,220804,Y,S
2155,CH Co.opFood Cao Lo,HCM,220804,Y,S
2156,CH Co.opFood Phan Dinh Phung,HCM,220804,Y,S
21541,TC CH CoopFood No Trang Long17,Binh Duong,220804,N,S
21551,TC CH Co.opFood Cao Lo,Binh Duong,220804,N,S
21561,TC CH CoopFood Phan Dinh Phung,Binh Duong,220804,N,S
12208,CH Co.opFood PY La Hai,Phu Yen,220804,Y,S
2157,CH Co.opFood CC Hoang Quan 2,HCM,220913,Y,S
21571,TCCH CF ChungCu Hoang Quan 2,Binh Duong,0,N,S
2158,CH Co.opFood CC Lavita Charm,HCM,220913,Y,S
21581,TCCH CF CC Lavita Charm,Binh Duong,220913,N,S
2159,CH Co.opFood Le Van Tho 561,HCM,220913,Y,S
21591,TCCH CF Le Van Tho 561,Binh Duong,220913,N,S
2160,CF Dinh Phong Phu 88,HCM,220913,Y,S
21601,TCCH CF Dinh Phong Phu 88,Binh Duong,220913,N,S
571,Co.op Mart An Nhon,Binh Dinh,220921,Y,S
5711,Trung Chuyen An Nhon-571,Binh Duong,220921,N,S
572,Co.opMart Duc Pho,Quang Ngai,220921,Y,S
5721,Trung chuyen Duc Pho-572,Binh Duong,220921,N,S
2161,CH CFood CC SunriseRiverside,HCM,221118,Y,S
21611,TCCH CF CC SunriseRiverside,Binh Duong,221118,N,S
2162,CH CFood CC HoangAnh GoldHouse,HCM,221118,Y,S
21621,TC CHCF HOANG ANH GOLD HOUSE,Binh Duong,221118,N,S
2163,CH Co.opFood LyChieuHoang113,HCM,221126,Y,S
21631,TC CH CFood LyChieuHoang113,Binh Duong,221126,N,S
2164,CH Co.opFood CC Hausneo,HCM,221126,N,S
21641,TC CH Co.opFood CC Hausneo,Binh Duong,221126,N,S
9325,CH Co.opFood BD Binh Chuan,Binh Duong,221126,Y,S
9326,CH Co.opFood CC Charm Sapphire,"TP Di An, Binh Duong",221201,Y,S
15004,CH Co.opFood HT Vu Quang,Ha Tinh,221201,Y,S
15005,CH Co.opFood HT Ha Huy Tap,"TP.HaTinh,tinhHaTinh",221201,Y,S
53701,CH Co.opFood PTH Tu Xa,Tinh Phu Tho,221202,Y,S
53700,TC Co.opFood TT Viet Tri,Binh Duong,221202,N,S
